strategy_id,total_return,cagr,max_drawdown,sharpe,win_rate,quarters,filter,rank,top
"mf_mb_ml_roe_t20",977.3,19.3,36.5,0.91,67,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND margem_liquida > 0.1 AND roe > 0.1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_val_roe_debt",1344.0,21.9,39.6,0.99,75,55,"pl_ratio > 0 AND pl_ratio < 8 AND roe > 0.2 AND margem_liquida > 0.15 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"mf_val_roe_debt_t20",1317.2,21.7,27.1,1.10,76,55,"pl_ratio > 0 AND pl_ratio < 8 AND roe > 0.2 AND margem_liquida > 0.15 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"mf_ev_roe_mb_liq",1560.8,23.1,38.4,1.04,71,55,"ev_ebit > 0 AND ev_ebit < 8 AND roe > 0.15 AND margem_bruta > 0.3 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev_roe_mb_liq_t20",1140.8,20.5,32.8,0.94,69,55,"ev_ebit > 0 AND ev_ebit < 8 AND roe > 0.15 AND margem_bruta > 0.3 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_val_roe20_ml10",2044.8,25.5,35.9,1.18,76,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.2 AND margem_liquida > 0.1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_val_roe20_ml10_t20",2487.8,27.3,27.0,1.27,75,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.2 AND margem_liquida > 0.1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl10_ev10_rank_roe",1719.9,24.0,41.0,1.05,73,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND roe > 0 AND avg_daily_liquidity > 1e6","roe DESC",10
"pl10_ev10_rank_roe_t20",1193.0,20.9,36.0,0.97,69,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND roe > 0 AND avg_daily_liquidity > 1e6","roe DESC",20
"pl10_ev10_rank_ml",749.4,17.2,42.0,0.79,69,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0 AND avg_daily_liquidity > 1e6","margem_liquida DESC",10
"pl10_ev10_rank_ml_t20",842.1,18.1,36.0,0.87,69,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0 AND avg_daily_liquidity > 1e6","margem_liquida DESC",20
"pl10_ev10_rank_pvp",986.4,19.3,40.9,0.80,60,55,"pl_ratio > 0 AND pl_ratio < 10 AND pvp_ratio > 0 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",10
"pl10_ev10_rank_pvp_t20",1528.5,23.0,39.4,0.92,69,55,"pl_ratio > 0 AND pl_ratio < 10 AND pvp_ratio > 0 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",20
"pl10_ev10_rank_ps",763.3,17.3,40.9,0.75,64,55,"pl_ratio > 0 AND pl_ratio < 10 AND price_to_sales > 0 AND avg_daily_liquidity > 1e6","price_to_sales ASC",10
"pl10_ev10_rank_ps_t20",997.2,19.4,42.1,0.81,65,55,"pl_ratio > 0 AND pl_ratio < 10 AND price_to_sales > 0 AND avg_daily_liquidity > 1e6","price_to_sales ASC",20
"pl10_ev10_rank_roa",1275.6,21.4,38.9,0.99,78,55,"ev_ebit > 0 AND ev_ebit < 10 AND roa > 0 AND avg_daily_liquidity > 1e6","roa DESC",10
"pl10_ev10_rank_roa_t20",1271.2,21.4,36.9,0.98,73,55,"ev_ebit > 0 AND ev_ebit < 10 AND roa > 0 AND avg_daily_liquidity > 1e6","roa DESC",20
"ev8_me_rank_me",1351.0,21.9,39.6,0.99,73,55,"ev_ebit > 0 AND ev_ebit < 8 AND margem_ebit > 0.1 AND avg_daily_liquidity > 1e6","margem_ebit DESC",10
"ev8_me_rank_me_t20",1036.1,19.7,36.9,0.95,71,55,"ev_ebit > 0 AND ev_ebit < 8 AND margem_ebit > 0.1 AND avg_daily_liquidity > 1e6","margem_ebit DESC",20
"ev8_mb_rank_mb",1981.8,25.2,39.8,1.11,73,55,"ev_ebit > 0 AND ev_ebit < 8 AND margem_bruta > 0.2 AND avg_daily_liquidity > 1e6","margem_bruta DESC",10
"ev8_mb_rank_mb_t20",1159.1,20.6,33.5,0.97,73,55,"ev_ebit > 0 AND ev_ebit < 8 AND margem_bruta > 0.2 AND avg_daily_liquidity > 1e6","margem_bruta DESC",20
"pl5_rank_ev",2268.8,26.4,37.5,1.15,73,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl5_rank_ev_t20",1427.9,22.4,38.3,1.01,76,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"ev5_rank_pl",2464.7,27.2,29.5,1.27,78,55,"ev_ebit > 0 AND ev_ebit < 5 AND pl_ratio > 0 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"ev5_rank_pl_t20",2466.9,27.2,24.6,1.34,76,55,"ev_ebit > 0 AND ev_ebit < 5 AND pl_ratio > 0 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl5_rank_roe",1768.9,24.2,43.7,1.01,75,55,"pl_ratio > 0 AND pl_ratio < 5 AND roe > 0 AND avg_daily_liquidity > 1e6","roe DESC",10
"pl5_rank_roe_t20",1424.6,22.4,37.1,0.97,73,55,"pl_ratio > 0 AND pl_ratio < 5 AND roe > 0 AND avg_daily_liquidity > 1e6","roe DESC",20
"pl5_rank_ml",1169.0,20.7,41.0,0.92,65,55,"pl_ratio > 0 AND pl_ratio < 5 AND margem_liquida > 0 AND avg_daily_liquidity > 1e6","margem_liquida DESC",10
"pl5_rank_ml_t20",1232.0,21.1,38.6,0.92,67,55,"pl_ratio > 0 AND pl_ratio < 5 AND margem_liquida > 0 AND avg_daily_liquidity > 1e6","margem_liquida DESC",20
"pl5_rank_pvp",1388.3,22.1,36.1,0.89,58,55,"pl_ratio > 0 AND pl_ratio < 5 AND pvp_ratio > 0 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",10
"pl5_rank_pvp_t20",1320.8,21.7,38.6,0.90,69,55,"pl_ratio > 0 AND pl_ratio < 5 AND pvp_ratio > 0 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",20
"mid_pl8_ev8",1413.6,22.3,38.2,1.01,69,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND market_cap > 1e9 AND market_cap < 1e10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mid_pl8_ev8_t20",1530.2,23.0,38.4,1.04,75,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND market_cap > 1e9 AND market_cap < 1e10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mid_ev10_roe10",1754.7,24.1,36.7,1.09,69,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.1 AND market_cap > 1e9 AND market_cap < 1e10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mid_ev10_roe10_t20",1106.4,20.3,40.3,0.90,67,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.1 AND market_cap > 1e9 AND market_cap < 1e10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"notlarge_ev8",1914.8,24.9,35.9,1.13,78,55,"ev_ebit > 0 AND ev_ebit < 8 AND market_cap < 1e10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"notlarge_ev8_t20",1547.3,23.1,35.0,1.05,71,55,"ev_ebit > 0 AND ev_ebit < 8 AND market_cap < 1e10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"notlarge_pl8_ev8",2202.1,26.2,35.9,1.20,78,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND market_cap < 1e10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"notlarge_pl8_ev8_t20",1502.4,22.8,34.5,1.05,71,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND market_cap < 1e10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"large_ev10",401.2,12.7,30.4,0.67,65,55,"ev_ebit > 0 AND ev_ebit < 10 AND market_cap > 1e10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"large_ev10_t20",816.7,17.8,36.1,0.95,71,55,"ev_ebit > 0 AND ev_ebit < 10 AND market_cap > 1e10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"large_pl10_roe10",298.4,10.8,35.4,0.59,62,55,"pl_ratio > 0 AND pl_ratio < 10 AND roe > 0.1 AND market_cap > 1e10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"large_pl10_roe10_t20",855.8,18.2,41.4,0.94,71,55,"pl_ratio > 0 AND pl_ratio < 10 AND roe > 0.1 AND market_cap > 1e10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"yield_pl5_ml15",1785.8,24.3,42.7,1.02,65,55,"pl_ratio > 0 AND pl_ratio < 5 AND margem_liquida > 0.15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"yield_pl5_ml15_t20",1119.5,20.4,41.1,0.92,65,55,"pl_ratio > 0 AND pl_ratio < 5 AND margem_liquida > 0.15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"yield_pl5_ml20",1498.1,22.8,41.0,1.01,69,55,"pl_ratio > 0 AND pl_ratio < 5 AND margem_liquida > 0.2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"yield_pl5_ml20_t20",1300.9,21.6,41.1,0.94,67,55,"pl_ratio > 0 AND pl_ratio < 5 AND margem_liquida > 0.2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"yield_pl5_roe20_ml10",1173.8,20.7,43.7,0.92,73,55,"pl_ratio > 0 AND pl_ratio < 5 AND roe > 0.2 AND margem_liquida > 0.1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"yield_pl5_roe20_ml10_t20",1468.9,22.6,41.1,1.02,67,55,"pl_ratio > 0 AND pl_ratio < 5 AND roe > 0.2 AND margem_liquida > 0.1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"yield_pl8_roe15_ml10_debt2",1389.9,22.2,25.7,1.11,71,55,"pl_ratio > 0 AND pl_ratio < 8 AND roe > 0.15 AND margem_liquida > 0.1 AND divida_liquida_ebit > 0 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"yield_pl8_roe15_ml10_debt2_t20",1222.9,21.1,27.2,1.09,69,55,"pl_ratio > 0 AND pl_ratio < 8 AND roe > 0.15 AND margem_liquida > 0.1 AND divida_liquida_ebit > 0 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"garp_pl15_roe25_ml15",1044.8,19.8,45.3,0.91,78,55,"pl_ratio > 0 AND pl_ratio < 15 AND roe > 0.25 AND margem_liquida > 0.15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"garp_pl15_roe25_ml15_t20",735.4,17.0,37.5,0.85,69,55,"pl_ratio > 0 AND pl_ratio < 15 AND roe > 0.25 AND margem_liquida > 0.15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"garp_ev15_roe20_me20",1165.5,20.7,35.5,0.99,78,55,"ev_ebit > 0 AND ev_ebit < 15 AND roe > 0.2 AND margem_ebit > 0.2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"garp_ev15_roe20_me20_t20",619.4,15.7,35.7,0.81,65,55,"ev_ebit > 0 AND ev_ebit < 15 AND roe > 0.2 AND margem_ebit > 0.2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"garp_pl12_roe20_mb40_liq15",798.3,17.7,39.5,0.84,71,55,"pl_ratio > 0 AND pl_ratio < 12 AND roe > 0.2 AND margem_bruta > 0.4 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"garp_pl12_roe20_mb40_liq15_t20",793.0,17.6,36.6,0.85,73,55,"pl_ratio > 0 AND pl_ratio < 12 AND roe > 0.2 AND margem_bruta > 0.4 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"garp_ev10_roe15_ml10_liq1",1561.7,23.1,41.9,1.04,76,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"garp_ev10_roe15_ml10_liq1_t20",1018.2,19.6,34.1,0.94,69,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"garp_pl10_roe15_ml10_cf",1553.8,23.1,46.4,0.99,73,55,"pl_ratio > 0 AND pl_ratio < 10 AND roe > 0.15 AND margem_liquida > 0.1 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"garp_pl10_roe15_ml10_cf_t20",1072.5,20.0,38.1,0.92,69,55,"pl_ratio > 0 AND pl_ratio < 10 AND roe > 0.15 AND margem_liquida > 0.1 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"best_ps_ml_t5",2315.6,26.6,32.9,1.04,62,55,"price_to_sales > 0 AND price_to_sales < 1 AND margem_liquida > 0.1 AND avg_daily_liquidity > 1e6","price_to_sales ASC",5
"best_ps_ml_t10",1713.3,23.9,40.0,0.97,67,55,"price_to_sales > 0 AND price_to_sales < 1 AND margem_liquida > 0.1 AND avg_daily_liquidity > 1e6","price_to_sales ASC",10
"best_ps_ml_t15",1565.7,23.2,41.1,0.98,67,55,"price_to_sales > 0 AND price_to_sales < 1 AND margem_liquida > 0.1 AND avg_daily_liquidity > 1e6","price_to_sales ASC",15
"best_ps_ml_t20",1374.7,22.1,40.3,0.95,64,55,"price_to_sales > 0 AND price_to_sales < 1 AND margem_liquida > 0.1 AND avg_daily_liquidity > 1e6","price_to_sales ASC",20
"best_ps_ml_t30",1137.1,20.5,41.7,0.90,67,55,"price_to_sales > 0 AND price_to_sales < 1 AND margem_liquida > 0.1 AND avg_daily_liquidity > 1e6","price_to_sales ASC",30
"best_mf_t5",1734.2,24.0,30.0,1.15,76,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.1 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"best_mf_t10",2228.5,26.3,35.9,1.19,76,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.1 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"best_mf_t15",2150.2,25.9,35.9,1.23,75,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.1 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"best_mf_t20",2359.8,26.8,27.0,1.29,75,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.1 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"best_mf_t30",1854.6,24.6,26.8,1.21,71,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.1 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"best_ev8_t5",1235.8,21.2,30.0,0.98,69,55,"ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"best_ev8_t10",1671.3,23.7,35.9,1.12,75,55,"ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"best_ev8_t15",2065.8,25.6,38.5,1.14,76,55,"ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"best_ev8_t20",1568.2,23.2,34.9,1.06,75,55,"ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"best_ev8_t30",1340.8,21.8,34.1,1.02,71,55,"ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"deep_pl2",1008.1,19.5,34.9,0.85,64,55,"pl_ratio > 0 AND pl_ratio < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"deep_pl2_t20",4460.0,32.7,27.8,1.21,69,55,"pl_ratio > 0 AND pl_ratio < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"deep_ev2",3968.0,31.6,25.6,1.47,76,55,"ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"deep_ev2_t20",3746.9,31.0,22.5,1.49,76,55,"ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"deep_pvp03",2111.2,25.8,40.7,0.89,62,55,"pvp_ratio > 0 AND pvp_ratio < 0.3 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",10
"deep_pvp03_t20",1456.6,22.5,30.9,0.85,62,55,"pvp_ratio > 0 AND pvp_ratio < 0.3 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",20
"deep_pl3_pvp05",1588.5,23.3,34.9,1.01,69,55,"pl_ratio > 0 AND pl_ratio < 3 AND pvp_ratio > 0 AND pvp_ratio < 0.5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"deep_pl3_pvp05_t20",3082.5,29.2,33.3,1.19,71,55,"pl_ratio > 0 AND pl_ratio < 3 AND pvp_ratio > 0 AND pvp_ratio < 0.5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"deep_ev3_pvp1",3395.1,30.1,28.4,1.41,76,55,"ev_ebit > 0 AND ev_ebit < 3 AND pvp_ratio > 0 AND pvp_ratio < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"deep_ev3_pvp1_t20",3166.6,29.5,27.0,1.41,80,55,"ev_ebit > 0 AND ev_ebit < 3 AND pvp_ratio > 0 AND pvp_ratio < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"deep_pl3_ev3_ml5",3930.5,31.5,25.6,1.33,80,55,"pl_ratio > 0 AND pl_ratio < 3 AND ev_ebit > 0 AND ev_ebit < 3 AND margem_liquida > 0.05 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"deep_pl3_ev3_ml5_t20",2722.2,28.1,27.0,1.32,78,55,"pl_ratio > 0 AND pl_ratio < 3 AND ev_ebit > 0 AND ev_ebit < 3 AND margem_liquida > 0.05 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"deep_pl3_ev3_roe10",2722.4,28.1,28.4,1.29,71,55,"pl_ratio > 0 AND pl_ratio < 3 AND ev_ebit > 0 AND ev_ebit < 3 AND roe > 0.1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"deep_pl3_ev3_roe10_t20",2620.8,27.7,27.0,1.37,78,55,"pl_ratio > 0 AND pl_ratio < 3 AND ev_ebit > 0 AND ev_ebit < 3 AND roe > 0.1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"quality_roe20_ml15_rankpl",609.9,15.6,42.2,0.78,71,55,"roe > 0.2 AND margem_liquida > 0.15 AND pl_ratio > 0 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"quality_roe20_ml15_rankpl_t20",696.2,16.6,39.3,0.82,65,55,"roe > 0.2 AND margem_liquida > 0.15 AND pl_ratio > 0 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"quality_roe15_mb30_rankev",887.1,18.5,39.0,0.85,65,55,"roe > 0.15 AND margem_bruta > 0.3 AND ev_ebit > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"quality_roe15_mb30_rankev_t20",534.9,14.7,38.2,0.72,62,55,"roe > 0.15 AND margem_bruta > 0.3 AND ev_ebit > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"quality_roa10_ml10_rankpl",499.7,14.2,40.4,0.70,67,55,"roa > 0.1 AND margem_liquida > 0.1 AND pl_ratio > 0 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"quality_roa10_ml10_rankpl_t20",503.9,14.2,38.5,0.71,69,55,"roa > 0.1 AND margem_liquida > 0.1 AND pl_ratio > 0 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"quality_roe15_liq15_rankev",830.1,18.0,37.2,0.87,69,55,"roe > 0.15 AND liquidez_corrente > 1.5 AND ev_ebit > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"quality_roe15_liq15_rankev_t20",662.9,16.2,36.7,0.80,67,55,"roe > 0.15 AND liquidez_corrente > 1.5 AND ev_ebit > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"quality_roe25_rankpl",751.9,17.2,40.3,0.81,67,55,"roe > 0.25 AND pl_ratio > 0 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"quality_roe25_rankpl_t20",758.5,17.3,35.2,0.83,67,55,"roe > 0.25 AND pl_ratio > 0 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"hiq_ps1_ml10",1943.3,25.0,41.0,1.13,73,55,"price_to_sales > 0 AND price_to_sales < 1 AND margem_liquida > 0.1 AND avg_daily_liquidity > 5e6","price_to_sales ASC",10
"hiq_ps1_ml10_t20",1339.0,21.8,41.5,0.97,71,55,"price_to_sales > 0 AND price_to_sales < 1 AND margem_liquida > 0.1 AND avg_daily_liquidity > 5e6","price_to_sales ASC",20
"hiq_ev8",2404.4,26.9,35.9,1.19,75,55,"ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 5e6","ev_ebit ASC",10
"hiq_ev8_t20",1351.5,21.9,36.4,1.01,73,55,"ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 5e6","ev_ebit ASC",20
"hiq_pl8_ev8",2664.7,27.9,35.9,1.21,75,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 5e6","ev_ebit ASC",10
"hiq_pl8_ev8_t20",1267.7,21.4,36.0,1.00,73,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 5e6","ev_ebit ASC",20
"hiq_ev15_roe10",1914.1,24.9,38.9,1.08,73,55,"ev_ebit > 0 AND ev_ebit < 15 AND roe > 0.1 AND avg_daily_liquidity > 5e6","ev_ebit ASC",10
"hiq_ev15_roe10_t20",907.0,18.7,36.7,0.89,73,55,"ev_ebit > 0 AND ev_ebit < 15 AND roe > 0.1 AND avg_daily_liquidity > 5e6","ev_ebit ASC",20
"hiq_pl10_liq15",1337.3,21.8,39.5,0.97,67,55,"pl_ratio > 0 AND pl_ratio < 10 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 5e6","pl_ratio ASC",10
"hiq_pl10_liq15_t20",1065.7,20.0,37.0,0.89,69,55,"pl_ratio > 0 AND pl_ratio < 10 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 5e6","pl_ratio ASC",20
"hiq_mf_val_qual_liq",2647.0,27.8,35.9,1.22,75,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.1 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 5e6","ev_ebit ASC",10
"hiq_mf_val_qual_liq_t20",2402.1,26.9,27.0,1.31,78,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.1 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 5e6","ev_ebit ASC",20
