strategy_id,category,total_return,cagr,max_drawdown,sharpe,win_rate,alpha_rate,quarters,filter,rank,top
"mf_ev10_roe15_dle3_t10","5.three_factor",1307.59,21.20,41.21,1.008,70.9,61.8,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe15_dle3_t20","5.three_factor",1054.89,19.47,35.29,0.990,74.5,65.5,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe15_dle2_t10","5.three_factor",981.55,18.90,34.71,0.940,65.5,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe15_dle2_t20","5.three_factor",926.39,18.45,27.06,0.975,69.1,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe15_dle1_t10","5.three_factor",601.21,15.21,31.09,0.801,70.9,61.8,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe15_dle1_t20","5.three_factor",956.62,18.70,29.53,0.964,69.1,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe15_nodebt_t10","5.three_factor",447.96,17.14,52.10,0.676,67.4,60.5,43,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND divida_liquida_ebit < 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe15_nodebt_t20","5.three_factor",447.96,17.14,52.10,0.676,67.4,60.5,43,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND divida_liquida_ebit < 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe15_cf_t10","5.three_factor",1970.68,24.65,41.86,1.129,74.5,65.5,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe15_cf_t20","5.three_factor",1091.74,19.74,32.67,0.973,69.1,58.2,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.15 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe20_liq1_t10","5.three_factor",1844.44,24.08,37.06,1.104,74.5,65.5,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe20_liq1_t20","5.three_factor",1065.03,19.55,30.96,0.968,72.7,60.0,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe20_liq15_t10","5.three_factor",1073.21,19.61,37.06,0.941,74.5,60.0,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe20_liq15_t20","5.three_factor",1032.51,19.30,30.96,0.981,70.9,65.5,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe20_liq2_t10","5.three_factor",1268.46,20.95,35.34,0.974,70.9,61.8,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND liquidez_corrente > 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe20_liq2_t20","5.three_factor",1036.67,19.33,32.83,0.961,72.7,63.6,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND liquidez_corrente > 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe20_dle3_t10","5.three_factor",1172.85,20.32,39.57,0.977,72.7,60.0,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe20_dle3_t20","5.three_factor",853.77,17.82,35.29,0.922,76.4,60.0,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe20_dle2_t10","5.three_factor",1142.83,20.11,34.71,0.979,70.9,65.5,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe20_dle2_t20","5.three_factor",976.54,18.86,27.06,0.962,69.1,69.1,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe20_dle1_t10","5.three_factor",516.72,14.14,32.74,0.749,69.1,61.8,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe20_dle1_t20","5.three_factor",934.48,18.52,29.53,0.959,69.1,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe20_nodebt_t10","5.three_factor",447.96,17.14,52.10,0.676,67.4,60.5,43,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND divida_liquida_ebit < 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe20_nodebt_t20","5.three_factor",447.96,17.14,52.10,0.676,67.4,60.5,43,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND divida_liquida_ebit < 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_roe20_cf_t10","5.three_factor",2111.49,25.25,37.06,1.174,81.8,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_roe20_cf_t20","5.three_factor",953.50,18.68,30.96,0.927,67.3,60.0,55,"ev_ebit > 0 AND ev_ebit < 10 AND roe > 0.2 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml10_liq1_t10","5.three_factor",2276.45,25.91,35.89,1.182,76.4,70.9,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml10_liq1_t20","5.three_factor",1209.48,20.57,35.06,0.992,72.7,70.9,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml10_liq15_t10","5.three_factor",1162.30,20.25,39.03,0.932,67.3,60.0,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml10_liq15_t20","5.three_factor",936.48,18.54,35.06,0.916,69.1,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml10_liq2_t10","5.three_factor",1097.56,19.79,41.12,0.921,65.5,63.6,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND liquidez_corrente > 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml10_liq2_t20","5.three_factor",1143.92,20.12,33.21,0.984,69.1,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND liquidez_corrente > 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml10_dle3_t10","5.three_factor",1490.70,22.29,41.21,1.047,72.7,63.6,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml10_dle3_t20","5.three_factor",731.16,16.65,35.29,0.872,70.9,61.8,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml10_dle2_t10","5.three_factor",898.28,18.21,34.71,0.900,69.1,65.5,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml10_dle2_t20","5.three_factor",1039.48,19.35,27.40,0.951,65.5,65.5,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml10_dle1_t10","5.three_factor",710.65,16.44,27.28,0.812,63.6,58.2,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml10_dle1_t20","5.three_factor",1059.94,19.51,29.53,0.973,67.3,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml10_nodebt_t10","5.three_factor",420.99,16.59,52.10,0.666,72.1,55.8,43,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND divida_liquida_ebit < 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml10_nodebt_t20","5.three_factor",420.99,16.59,52.10,0.666,72.1,55.8,43,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND divida_liquida_ebit < 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml10_cf_t10","5.three_factor",1975.89,24.68,35.85,1.165,72.7,72.7,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml10_cf_t20","5.three_factor",895.11,18.18,35.06,0.905,69.1,65.5,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.1 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml15_liq1_t10","5.three_factor",1782.03,23.79,44.96,1.085,76.4,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml15_liq1_t20","5.three_factor",1034.75,19.32,35.06,0.945,70.9,70.9,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml15_liq15_t10","5.three_factor",1198.29,20.49,37.23,0.970,69.1,61.8,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml15_liq15_t20","5.three_factor",856.03,17.84,35.06,0.873,69.1,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml15_liq2_t10","5.three_factor",1312.76,21.23,37.93,0.993,67.3,60.0,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND liquidez_corrente > 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml15_liq2_t20","5.three_factor",749.74,16.84,35.06,0.850,69.1,65.5,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND liquidez_corrente > 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml15_dle3_t10","5.three_factor",1126.40,19.99,41.21,0.937,70.9,63.6,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml15_dle3_t20","5.three_factor",722.45,16.56,35.29,0.856,72.7,60.0,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml15_dle2_t10","5.three_factor",758.46,16.92,34.71,0.844,67.3,63.6,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml15_dle2_t20","5.three_factor",981.88,18.91,28.50,0.938,65.5,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml15_dle1_t10","5.three_factor",677.21,16.08,27.28,0.806,63.6,60.0,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml15_dle1_t20","5.three_factor",1059.94,19.51,29.53,0.973,67.3,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml15_nodebt_t10","5.three_factor",420.99,16.59,52.10,0.666,72.1,55.8,43,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND divida_liquida_ebit < 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml15_nodebt_t20","5.three_factor",420.99,16.59,52.10,0.666,72.1,55.8,43,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND divida_liquida_ebit < 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_ml15_cf_t10","5.three_factor",1478.05,22.21,44.96,1.023,72.7,63.6,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_ml15_cf_t20","5.three_factor",880.90,18.06,35.06,0.897,65.5,70.9,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_liquida > 0.15 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_mb30_liq1_t10","5.three_factor",2107.90,25.24,41.12,1.111,72.7,63.6,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_mb30_liq1_t20","5.three_factor",1408.00,21.81,33.55,1.020,72.7,69.1,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_mb30_liq15_t10","5.three_factor",926.97,18.46,35.94,0.894,67.3,61.8,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_mb30_liq15_t20","5.three_factor",1036.84,19.33,33.55,0.923,69.1,63.6,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND liquidez_corrente > 1.5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_mb30_liq2_t10","5.three_factor",1061.62,19.52,37.45,0.967,69.1,69.1,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND liquidez_corrente > 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_mb30_liq2_t20","5.three_factor",1344.95,21.43,31.86,0.992,70.9,65.5,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND liquidez_corrente > 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_mb30_dle3_t10","5.three_factor",1298.78,21.15,41.21,0.968,74.5,63.6,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_mb30_dle3_t20","5.three_factor",847.02,17.76,35.29,0.886,72.7,58.2,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND divida_liquida_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_mb30_dle2_t10","5.three_factor",771.48,17.05,34.71,0.805,67.3,58.2,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_mb30_dle2_t20","5.three_factor",955.58,18.69,27.58,0.935,65.5,61.8,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND divida_liquida_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_mb30_dle1_t10","5.three_factor",756.21,16.90,26.87,0.848,65.5,61.8,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_mb30_dle1_t20","5.three_factor",1059.94,19.51,29.53,0.973,67.3,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND divida_liquida_ebit < 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_mb30_nodebt_t10","5.three_factor",420.99,16.59,52.10,0.666,72.1,55.8,43,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND divida_liquida_ebit < 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_mb30_nodebt_t20","5.three_factor",420.99,16.59,52.10,0.666,72.1,55.8,43,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND divida_liquida_ebit < 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"mf_ev10_mb30_cf_t10","5.three_factor",2227.30,25.72,41.12,1.169,78.2,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"mf_ev10_mb30_cf_t20","5.three_factor",1084.19,19.69,33.55,0.938,70.9,67.3,55,"ev_ebit > 0 AND ev_ebit < 10 AND margem_bruta > 0.3 AND fluxo_caixa_op_ttm > 0 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"ks_pl5_ev5_roe15_ml10_liq1_ev_ebit_t5","6.kitchen_sink",1687.53,23.33,29.95,1.124,76.4,61.8,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"ks_pl5_ev5_roe15_ml10_liq1_pl_ratio_t5","6.kitchen_sink",2264.90,25.86,29.95,1.192,76.4,65.5,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"ks_pl5_ev5_roe15_ml10_liq1_pvp_ratio_t5","6.kitchen_sink",1842.90,24.08,29.95,1.147,72.7,67.3,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",5
"ks_pl5_ev5_roe15_ml10_liq1_roe_t5","6.kitchen_sink",3078.48,28.60,29.95,1.161,78.2,63.6,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","roe DESC",5
"ks_pl5_ev5_roe15_ml10_liq1_margem_liquida_t5","6.kitchen_sink",3016.98,28.42,29.95,1.270,80.0,63.6,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","margem_liquida DESC",5
"ks_pl5_ev5_roe15_ml10_liq1_ev_ebit_t8","6.kitchen_sink",2909.89,28.09,37.44,1.240,76.4,70.9,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",8
"ks_pl5_ev5_roe15_ml10_liq1_pl_ratio_t8","6.kitchen_sink",2480.01,26.66,33.81,1.202,78.2,61.8,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",8
"ks_pl5_ev5_roe15_ml10_liq1_pvp_ratio_t8","6.kitchen_sink",2497.60,26.72,31.08,1.188,78.2,69.1,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",8
"ks_pl5_ev5_roe15_ml10_liq1_roe_t8","6.kitchen_sink",2238.74,25.76,33.03,1.143,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","roe DESC",8
"ks_pl5_ev5_roe15_ml10_liq1_margem_liquida_t8","6.kitchen_sink",2485.47,26.68,33.81,1.192,74.5,67.3,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","margem_liquida DESC",8
"ks_pl5_ev5_roe15_ml10_liq1_ev_ebit_t10","6.kitchen_sink",2405.07,26.39,35.85,1.217,70.9,74.5,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"ks_pl5_ev5_roe15_ml10_liq1_pl_ratio_t10","6.kitchen_sink",1821.74,23.98,36.82,1.156,74.5,69.1,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"ks_pl5_ev5_roe15_ml10_liq1_pvp_ratio_t10","6.kitchen_sink",1911.24,24.39,36.82,1.121,70.9,69.1,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",10
"ks_pl5_ev5_roe15_ml10_liq1_roe_t10","6.kitchen_sink",1769.11,23.73,36.88,1.114,78.2,67.3,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","roe DESC",10
"ks_pl5_ev5_roe15_ml10_liq1_margem_liquida_t10","6.kitchen_sink",1881.22,24.25,37.51,1.135,72.7,69.1,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","margem_liquida DESC",10
"ks_pl5_ev5_roe15_ml10_liq1_ev_ebit_t15","6.kitchen_sink",2284.29,25.94,35.94,1.228,74.5,67.3,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"ks_pl5_ev5_roe15_ml10_liq1_pl_ratio_t15","6.kitchen_sink",2434.21,26.50,34.93,1.270,76.4,72.7,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"ks_pl5_ev5_roe15_ml10_liq1_pvp_ratio_t15","6.kitchen_sink",2722.13,27.49,31.64,1.295,76.4,70.9,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","pvp_ratio ASC",15
"ks_pl5_ev5_roe15_ml10_liq1_roe_t15","6.kitchen_sink",2358.81,26.22,34.41,1.183,74.5,70.9,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","roe DESC",15
"ks_pl5_ev5_roe15_ml10_liq1_margem_liquida_t15","6.kitchen_sink",1754.06,23.66,38.47,1.095,76.4,69.1,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","margem_liquida DESC",15
"ks_pl5_ev5_roe15_ml10_liq1_ev_ebit_t20","6.kitchen_sink",2366.42,26.25,27.01,1.284,74.5,70.9,55,"pl_ratio > 0 AND pl_ratio < 5 AND ev_ebit > 0 AND ev_ebit < 5 AND roe > 0.15 AND margem_liquida > 0.1 AND liquidez_corrente > 1 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
