strategy_id,category,total_return,cagr,max_drawdown,sharpe,win_rate,alpha_rate,quarters,filter,rank,top
"pl8_ev2_pl_ratio_t10","3.val_val",3715.12,30.32,25.64,1.430,74.5,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl8_ev2_ev_ebit_t10","3.val_val",4167.74,31.38,25.64,1.500,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl8_ev2_pl_ratio_t15","3.val_val",3737.09,30.37,24.84,1.467,80.0,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl8_ev2_ev_ebit_t15","3.val_val",3566.79,29.94,24.84,1.468,80.0,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl8_ev2_pl_ratio_t20","3.val_val",3951.90,30.89,22.53,1.499,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl8_ev2_ev_ebit_t20","3.val_val",4014.83,31.04,22.53,1.525,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl8_ev2_pl_ratio_t30","3.val_val",2973.28,28.28,22.53,1.432,78.2,65.5,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl8_ev2_ev_ebit_t30","3.val_val",3198.00,28.94,22.53,1.473,78.2,65.5,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"pl8_ev3_pl_ratio_t5","3.val_val",1607.80,22.92,23.66,1.031,65.5,60.0,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"pl8_ev3_ev_ebit_t5","3.val_val",1292.56,21.11,22.30,0.997,63.6,58.2,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"pl8_ev3_pl_ratio_t10","3.val_val",3604.64,30.04,25.64,1.418,74.5,65.5,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl8_ev3_ev_ebit_t10","3.val_val",3623.37,30.09,25.64,1.421,74.5,63.6,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl8_ev3_pl_ratio_t15","3.val_val",3012.04,28.40,24.84,1.376,81.8,63.6,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl8_ev3_ev_ebit_t15","3.val_val",2740.87,27.55,24.84,1.345,78.2,63.6,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl8_ev3_pl_ratio_t20","3.val_val",2801.90,27.75,27.03,1.358,78.2,69.1,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl8_ev3_ev_ebit_t20","3.val_val",3385.25,29.46,27.03,1.457,78.2,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl8_ev3_pl_ratio_t30","3.val_val",2388.94,26.33,26.63,1.270,70.9,69.1,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl8_ev3_ev_ebit_t30","3.val_val",2372.26,26.27,26.63,1.296,70.9,69.1,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"pl8_ev5_pl_ratio_t5","3.val_val",918.26,18.38,34.95,0.875,69.1,58.2,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"pl8_ev5_ev_ebit_t5","3.val_val",1299.68,21.15,29.95,1.019,69.1,58.2,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"pl8_ev5_pl_ratio_t10","3.val_val",2449.94,26.55,29.55,1.263,78.2,63.6,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl8_ev5_ev_ebit_t10","3.val_val",2290.87,25.96,29.55,1.283,76.4,58.2,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl8_ev5_pl_ratio_t15","3.val_val",1792.18,23.84,34.93,1.110,74.5,61.8,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl8_ev5_ev_ebit_t15","3.val_val",1986.66,24.72,35.94,1.158,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl8_ev5_pl_ratio_t20","3.val_val",2466.90,26.62,24.64,1.337,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl8_ev5_ev_ebit_t20","3.val_val",2412.97,26.42,27.03,1.295,78.2,69.1,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl8_ev5_pl_ratio_t30","3.val_val",2058.14,25.03,26.63,1.227,69.1,70.9,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl8_ev5_ev_ebit_t30","3.val_val",1967.76,24.64,26.63,1.220,70.9,70.9,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"pl8_ev8_pl_ratio_t5","3.val_val",1318.02,21.27,36.31,0.926,70.9,61.8,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"pl8_ev8_ev_ebit_t5","3.val_val",1427.33,21.92,29.95,1.048,69.1,58.2,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"pl8_ev8_pl_ratio_t10","3.val_val",1563.15,22.68,37.46,1.071,74.5,65.5,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl8_ev8_ev_ebit_t10","3.val_val",2131.80,25.33,35.85,1.210,74.5,63.6,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl8_ev8_pl_ratio_t15","3.val_val",1760.33,23.69,38.47,1.115,76.4,69.1,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl8_ev8_ev_ebit_t15","3.val_val",2287.84,25.95,38.47,1.168,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl8_ev8_pl_ratio_t20","3.val_val",1559.75,22.66,34.10,1.074,70.9,63.6,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl8_ev8_ev_ebit_t20","3.val_val",1496.08,22.32,33.80,1.061,72.7,61.8,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl8_ev8_pl_ratio_t30","3.val_val",1645.53,23.11,27.38,1.120,70.9,67.3,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl8_ev8_ev_ebit_t30","3.val_val",1464.45,22.14,26.31,1.102,70.9,69.1,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"pl8_ev10_pl_ratio_t5","3.val_val",1510.33,22.39,37.59,0.993,67.3,63.6,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"pl8_ev10_ev_ebit_t5","3.val_val",1427.33,21.92,29.95,1.048,69.1,58.2,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"pl8_ev10_pl_ratio_t10","3.val_val",1895.53,24.32,34.46,1.136,74.5,70.9,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl8_ev10_ev_ebit_t10","3.val_val",2098.33,25.20,36.82,1.200,74.5,63.6,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl8_ev10_pl_ratio_t15","3.val_val",1850.00,24.11,37.87,1.106,69.1,72.7,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl8_ev10_ev_ebit_t15","3.val_val",2159.39,25.45,38.47,1.146,72.7,69.1,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl8_ev10_pl_ratio_t20","3.val_val",1941.12,24.52,34.10,1.109,72.7,63.6,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl8_ev10_ev_ebit_t20","3.val_val",1431.34,21.95,34.10,1.031,74.5,61.8,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl8_ev10_pl_ratio_t30","3.val_val",1615.93,22.96,36.29,1.061,67.3,70.9,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl8_ev10_ev_ebit_t30","3.val_val",1248.63,20.83,36.54,1.000,69.1,72.7,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"pl8_ev15_pl_ratio_t5","3.val_val",1287.20,21.07,38.12,0.903,67.3,61.8,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"pl8_ev15_ev_ebit_t5","3.val_val",1427.33,21.92,29.95,1.048,69.1,58.2,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"pl8_ev15_pl_ratio_t10","3.val_val",1827.42,24.00,34.46,1.068,67.3,65.5,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl8_ev15_ev_ebit_t10","3.val_val",2098.33,25.20,36.82,1.200,74.5,63.6,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl8_ev15_pl_ratio_t15","3.val_val",1937.30,24.51,38.10,1.069,70.9,74.5,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl8_ev15_ev_ebit_t15","3.val_val",1895.54,24.32,37.87,1.106,74.5,69.1,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl8_ev15_pl_ratio_t20","3.val_val",1645.46,23.11,41.28,1.009,69.1,65.5,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl8_ev15_ev_ebit_t20","3.val_val",1206.68,20.55,39.56,0.962,74.5,61.8,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl8_ev15_pl_ratio_t30","3.val_val",1788.73,23.82,36.77,1.072,69.1,70.9,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl8_ev15_ev_ebit_t30","3.val_val",1224.25,20.67,36.54,0.991,69.1,69.1,55,"pl_ratio > 0 AND pl_ratio < 8 AND ev_ebit > 0 AND ev_ebit < 15 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"pl10_ev2_pl_ratio_t5","3.val_val",4153.87,31.35,26.18,1.231,65.5,58.2,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"pl10_ev2_ev_ebit_t5","3.val_val",4339.93,31.76,25.84,1.310,67.3,60.0,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"pl10_ev2_pl_ratio_t10","3.val_val",3715.12,30.32,25.64,1.430,74.5,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl10_ev2_ev_ebit_t10","3.val_val",4167.74,31.38,25.64,1.500,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl10_ev2_pl_ratio_t15","3.val_val",3737.09,30.37,24.84,1.467,80.0,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl10_ev2_ev_ebit_t15","3.val_val",3566.79,29.94,24.84,1.468,80.0,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl10_ev2_pl_ratio_t20","3.val_val",3951.90,30.89,22.53,1.499,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl10_ev2_ev_ebit_t20","3.val_val",4014.83,31.04,22.53,1.525,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl10_ev2_pl_ratio_t30","3.val_val",2973.28,28.28,22.53,1.432,78.2,65.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl10_ev2_ev_ebit_t30","3.val_val",3198.00,28.94,22.53,1.473,78.2,65.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 2 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"pl10_ev3_pl_ratio_t5","3.val_val",1607.80,22.92,23.66,1.031,65.5,60.0,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"pl10_ev3_ev_ebit_t5","3.val_val",1305.07,21.19,22.30,1.002,63.6,58.2,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"pl10_ev3_pl_ratio_t10","3.val_val",3604.64,30.04,25.64,1.418,74.5,65.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl10_ev3_ev_ebit_t10","3.val_val",3623.37,30.09,25.64,1.421,74.5,63.6,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl10_ev3_pl_ratio_t15","3.val_val",3012.04,28.40,24.84,1.376,81.8,63.6,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl10_ev3_ev_ebit_t15","3.val_val",2740.87,27.55,24.84,1.345,78.2,63.6,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl10_ev3_pl_ratio_t20","3.val_val",2801.90,27.75,27.03,1.358,78.2,69.1,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl10_ev3_ev_ebit_t20","3.val_val",3385.25,29.46,27.03,1.457,78.2,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl10_ev3_pl_ratio_t30","3.val_val",2388.27,26.33,26.63,1.270,70.9,69.1,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl10_ev3_ev_ebit_t30","3.val_val",2380.24,26.30,26.63,1.297,70.9,69.1,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 3 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"pl10_ev5_pl_ratio_t5","3.val_val",918.26,18.38,34.95,0.875,69.1,58.2,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"pl10_ev5_ev_ebit_t5","3.val_val",1299.68,21.15,29.95,1.019,69.1,58.2,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"pl10_ev5_pl_ratio_t10","3.val_val",2449.94,26.55,29.55,1.263,78.2,63.6,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl10_ev5_ev_ebit_t10","3.val_val",2120.42,25.29,29.55,1.254,76.4,58.2,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl10_ev5_pl_ratio_t15","3.val_val",1792.18,23.84,34.93,1.110,74.5,61.8,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl10_ev5_ev_ebit_t15","3.val_val",1998.79,24.78,35.94,1.159,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl10_ev5_pl_ratio_t20","3.val_val",2466.90,26.62,24.64,1.337,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl10_ev5_ev_ebit_t20","3.val_val",2421.22,26.45,27.03,1.295,78.2,69.1,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl10_ev5_pl_ratio_t30","3.val_val",2054.03,25.01,26.63,1.226,69.1,70.9,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl10_ev5_ev_ebit_t30","3.val_val",1957.71,24.60,26.63,1.214,70.9,70.9,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 5 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"pl10_ev8_pl_ratio_t5","3.val_val",1318.02,21.27,36.31,0.926,70.9,61.8,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"pl10_ev8_ev_ebit_t5","3.val_val",1427.33,21.92,29.95,1.048,69.1,58.2,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"pl10_ev8_pl_ratio_t10","3.val_val",1541.96,22.57,37.46,1.066,74.5,65.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl10_ev8_ev_ebit_t10","3.val_val",2009.24,24.82,35.85,1.188,74.5,63.6,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl10_ev8_pl_ratio_t15","3.val_val",1754.37,23.66,38.47,1.111,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl10_ev8_ev_ebit_t15","3.val_val",2293.37,25.97,38.47,1.170,76.4,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl10_ev8_pl_ratio_t20","3.val_val",1642.40,23.10,34.10,1.096,70.9,65.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl10_ev8_ev_ebit_t20","3.val_val",1582.36,22.78,33.80,1.081,72.7,63.6,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl10_ev8_pl_ratio_t30","3.val_val",1590.07,22.83,27.38,1.109,70.9,65.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl10_ev8_ev_ebit_t30","3.val_val",1467.29,22.15,26.63,1.091,70.9,65.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 8 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
"pl10_ev10_pl_ratio_t5","3.val_val",1510.33,22.39,37.59,0.993,67.3,63.6,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",5
"pl10_ev10_ev_ebit_t5","3.val_val",1427.33,21.92,29.95,1.048,69.1,58.2,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",5
"pl10_ev10_pl_ratio_t10","3.val_val",1895.53,24.32,34.46,1.136,74.5,70.9,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",10
"pl10_ev10_ev_ebit_t10","3.val_val",2009.24,24.82,35.85,1.188,74.5,63.6,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",10
"pl10_ev10_pl_ratio_t15","3.val_val",2007.61,24.81,38.47,1.116,69.1,72.7,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",15
"pl10_ev10_ev_ebit_t15","3.val_val",2289.26,25.96,38.47,1.154,74.5,67.3,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",15
"pl10_ev10_pl_ratio_t20","3.val_val",1879.87,24.25,36.03,1.097,72.7,63.6,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",20
"pl10_ev10_ev_ebit_t20","3.val_val",1387.88,21.69,36.03,1.014,72.7,63.6,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",20
"pl10_ev10_pl_ratio_t30","3.val_val",1511.75,22.40,37.92,1.024,67.3,70.9,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","pl_ratio ASC",30
"pl10_ev10_ev_ebit_t30","3.val_val",1139.79,20.09,36.84,0.965,69.1,65.5,55,"pl_ratio > 0 AND pl_ratio < 10 AND ev_ebit > 0 AND ev_ebit < 10 AND avg_daily_liquidity > 1e6","ev_ebit ASC",30
